accepted,acceptedKey,authorship,basionym,basionymKey,canonicalName,class,classKey,constituentKey,datasetKey,descriptions,extinct,family,familyKey,genus,genusKey,habitats,higherClassificationMap,key,kingdom,kingdomKey,nameKey,nameType,nomenclaturalStatus,nubKey,numDescendants,numOccurrences,order,orderKey,origin,parent,parentKey,phylum,phylumKey,publishedIn,rank,scientificName,species,speciesKey,synonym,taxonID,taxonomicStatus,threatStatuses,vernacularNames
,,"(Hartlaub, 1861) ","Numida pucherani Hartlaub, 1861",12292958,Guttera pucherani,Aves,212,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,"[{'description': 'Breeding regions are AF. Breeding subregions are sw Somalia to c Tanzania, Zanzibar and Tumbatu I..'}]",False,Numididae,5260,Guttera,2473324,[],"{'1': 'Animalia', '44': 'Chordata', '212': 'Aves', '723': 'Galliformes', '5260': 'Numididae', '2473324': 'Guttera'}",2473325,Animalia,1,4876726,SCIENTIFIC,[],2473325,5,0,Galliformes,723,SOURCE,Guttera,2473324,Chordata,44,,SPECIES,"Guttera pucherani (Hartlaub, 1861)",Guttera pucherani,2473325,False,gbif:2473325,ACCEPTED,['LEAST_CONCERN'],"[{'vernacularName': 'Pintade huppée', 'language': 'fra'}, {'vernacularName': 'Eastern Crested Guineafowl', 'language': 'eng'}, {'vernacularName': 'Crested Guineafowl', 'language': 'eng'}, {'vernacularName': 'Crested Guineafowl', 'language': 'eng'}, {'vernacularName': 'Crested Guineafowl', 'language': 'eng'}, {'vernacularName': 'Pintada moñuda oriental', 'language': 'spa'}, {'vernacularName': 'pintada-de-crista', 'language': 'por'}, {'vernacularName': 'Pintade de Pucheran', 'language': 'fra'}, {'vernacularName': 'Eastern Crested Guineafowl', 'language': 'eng'}, {'vernacularName': 'Crested Guineafowl', 'language': 'eng'}, {'vernacularName': 'Kräuselhauben-Perlhuhn', 'language': 'deu'}, {'vernacularName': 'Pintada moñuda oriental', 'language': 'spa'}, {'vernacularName': 'pintada-de-crista', 'language': 'por'}, {'vernacularName': 'Pintade de Pucheran', 'language': 'fra'}, {'vernacularName': 'Eastern Crested Guineafowl', 'language': 'eng'}, {'vernacularName': 'Crested Guineafowl', 'language': 'eng'}, {'vernacularName': 'Crested Guineafowl', 'language': 'eng'}, {'vernacularName': 'Faraona crestata', 'language': 'ita'}, {'vernacularName': 'Kenia-Haubenperlhuhn', 'language': 'deu'}, {'vernacularName': 'Kroonparelhoen', 'language': 'nld'}, {'vernacularName': 'Krøltoppet Perlehøne', 'language': 'dan'}, {'vernacularName': 'Kuifkoptarentaal', 'language': 'afr'}, {'vernacularName': 'Parykkperlehøne', 'language': 'nor'}, {'vernacularName': 'Pintada moñuda oriental', 'language': 'spa'}, {'vernacularName': 'Pintade de Pucheran', 'language': 'fra'}, {'vernacularName': 'bóbitás gyöngytyúk', 'language': 'hun'}, {'vernacularName': 'keninė patarška', 'language': 'lit'}, {'vernacularName': 'kähar-pärlkana', 'language': 'est'}, {'vernacularName': 'perlica czubata', 'language': 'pol'}, {'vernacularName': 'perlička chocholatá', 'language': 'ces'}, {'vernacularName': 'perlička kropenatá', 'language': 'slk'}, {'vernacularName': 'pintada crestada oriental', 'language': 'cat'}, {'vernacularName': 'pintada-de-crista', 'language': 'por'}, {'vernacularName': 'tofspärlhöna', 'language': 'swe'}, {'vernacularName': 'töyhtöhelmikana', 'language': 'fin'}, {'vernacularName': 'Чубатая цесарка', 'language': 'rus'}, {'vernacularName': 'カンムリホロホロチョウ', 'language': 'jpn'}, {'vernacularName': '冠珠鸡', 'language': 'zho'}, {'vernacularName': '肯亞冠珠雞', 'language': 'zho'}, {'vernacularName': 'parykkperlehøne', 'language': 'nob'}, {'vernacularName': 'Eastern Crested Guineafowl', 'language': 'eng'}, {'vernacularName': 'Crested Guineafowl', 'language': 'eng'}, {'vernacularName': 'Kenya guineafowl'}]"
"Guttera pucherani edouardi (Hartlaub, 1867)",6179904,"(Hartlaub, 1867) ","Numida edouardi Hartlaub, 1867",12310209,Guttera edouardi,Aves,212,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,[{'description': 'Breeding regions are AF. Breeding subregions are se Tanzania to South Africa.'}],,Numididae,5260,Guttera,2473324,[],"{'1': 'Animalia', '44': 'Chordata', '212': 'Aves', '723': 'Galliformes', '5260': 'Numididae', '2473324': 'Guttera', '2473325': 'Guttera pucherani'}",2473328,Animalia,1,4876677,SCIENTIFIC,[],2473328,0,0,Galliformes,723,SOURCE,Guttera pucherani,2473325,Chordata,44,,SPECIES,"Guttera edouardi (Hartlaub, 1867)",Guttera pucherani,2473325,True,gbif:2473328,SYNONYM,['LEAST_CONCERN'],"[{'vernacularName': 'Southern Crested Guineafowl', 'language': 'eng'}, {'vernacularName': 'crested guineafowl', 'language': 'eng'}, {'vernacularName': 'Southern Crested Guineafowl', 'language': 'eng'}, {'vernacularName': 'Southern Crested Guineafowl', 'language': 'eng'}]"
,,"(Cassin, 1857) ","Numida plumifera Cassin, 1857",11972505,Guttera plumifera,Aves,212,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,[{'description': 'Breeding regions are AF. Breeding subregions are wc.'}],False,Numididae,5260,Guttera,2473324,['TERRESTRIAL'],"{'1': 'Animalia', '44': 'Chordata', '212': 'Aves', '723': 'Galliformes', '5260': 'Numididae', '2473324': 'Guttera'}",2473332,Animalia,1,4876696,SCIENTIFIC,[],2473332,2,0,Galliformes,723,SOURCE,Guttera,2473324,Chordata,44,,SPECIES,"Guttera plumifera (Cassin, 1857)",Guttera plumifera,2473332,False,gbif:2473332,ACCEPTED,['LEAST_CONCERN'],"[{'vernacularName': 'Pintade plumifère', 'language': 'fra'}, {'vernacularName': 'Plumed Guineafowl', 'language': 'eng'}, {'vernacularName': 'Plumed Guineafowl', 'language': 'eng'}, {'vernacularName': 'Plumed Guineafowl', 'language': 'eng'}, {'vernacularName': 'plumed guineafowl', 'language': 'eng'}, {'vernacularName': 'Pintada plumífera', 'language': 'spa'}, {'vernacularName': 'pintada-emplumada', 'language': 'por'}, {'vernacularName': 'Pintade plumifère', 'language': 'fra'}, {'vernacularName': 'Plumed Guineafowl', 'language': 'eng'}, {'vernacularName': 'Schlichthauben-Perlhuhn', 'language': 'deu'}, {'vernacularName': 'Pintada plumífera', 'language': 'spa'}, {'vernacularName': 'pintada-emplumada', 'language': 'por'}, {'vernacularName': 'Pintade plumifère', 'language': 'fra'}, {'vernacularName': 'Plumed Guineafowl', 'language': 'eng'}, {'vernacularName': 'Bustperlehøne', 'language': 'nor'}, {'vernacularName': 'Faraona piumata', 'language': 'ita'}, {'vernacularName': 'Kuifparelhoen', 'language': 'nld'}, {'vernacularName': 'Parykperlehøne', 'language': 'dan'}, {'vernacularName': 'Pintada plumífera', 'language': 'spa'}, {'vernacularName': 'Pintade plumifère', 'language': 'fra'}, {'vernacularName': 'Plumed Guineafowl', 'language': 'eng'}, {'vernacularName': 'Schlichthauben-Perlhuhn', 'language': 'deu'}, {'vernacularName': 'búbos gyöngytyúk', 'language': 'hun'}, {'vernacularName': 'kiharahelmikana', 'language': 'fin'}, {'vernacularName': 'lygiakuodė patarška', 'language': 'lit'}, {'vernacularName': 'paruk-pärlkana', 'language': 'est'}, {'vernacularName': 'perlica czarna', 'language': 'pol'}, {'vernacularName': 'perlička chochlatá', 'language': 'slk'}, {'vernacularName': 'perlička lesní', 'language': 'ces'}, {'vernacularName': 'pintada de plomall', 'language': 'cat'}, {'vernacularName': 'pintada-emplumada', 'language': 'por'}, {'vernacularName': 'plympärlhöna', 'language': 'swe'}, {'vernacularName': 'Гладкохохлая цесарка', 'language': 'rus'}, {'vernacularName': 'コカンムリホロホロチョウ', 'language': 'jpn'}, {'vernacularName': '西非冠珠雞', 'language': 'zho'}, {'vernacularName': '西非冠珠鸡', 'language': 'zho'}, {'vernacularName': 'bustperlehøne', 'language': 'nob'}, {'vernacularName': 'Plumed Guineafowl', 'language': 'eng'}, {'vernacularName': 'Plumed Guineafowl', 'language': 'eng'}]"
,,"(Cassin, 1857) ","Phasidus niger Cassin, 1857",9100395,Agelastes niger,Aves,212,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,"[{'description': 'southeastern Nigeria to northern Angola and extreme northeastern Democratic Republic of the Congo'}, {'description': 'Breeding regions are AF. Breeding subregions are se Nigeria to c DR Congo.'}]",False,Numididae,5260,Agelastes,2473335,[],"{'1': 'Animalia', '44': 'Chordata', '212': 'Aves', '723': 'Galliformes', '5260': 'Numididae', '2473335': 'Agelastes'}",2473336,Animalia,1,329291,SCIENTIFIC,[],2473336,0,0,Galliformes,723,SOURCE,Agelastes,2473335,Chordata,44,,SPECIES,"Agelastes niger (Cassin, 1857)",Agelastes niger,2473336,False,gbif:2473336,ACCEPTED,['LEAST_CONCERN'],"[{'vernacularName': 'Pintade noire', 'language': 'fra'}, {'vernacularName': 'Black Guineafowl', 'language': 'eng'}, {'vernacularName': 'Black Guineafowl', 'language': 'eng'}, {'vernacularName': 'Black Guineafowl', 'language': 'eng'}, {'vernacularName': 'Pintada negra', 'language': 'spa'}, {'vernacularName': 'pintada-preta', 'language': 'por'}, {'vernacularName': 'Pintade noire', 'language': 'fra'}, {'vernacularName': 'Black Guineafowl', 'language': 'eng'}, {'vernacularName': 'Schwarzperlhuhn', 'language': 'deu'}, {'vernacularName': 'Pintada negra', 'language': 'spa'}, {'vernacularName': 'pintada-preta', 'language': 'por'}, {'vernacularName': 'Pintade noire', 'language': 'fra'}, {'vernacularName': 'Black Guineafowl', 'language': 'eng'}, {'vernacularName': 'Black Guineafowl', 'language': 'eng'}, {'vernacularName': 'Faraona nera', 'language': 'ita'}, {'vernacularName': 'Pintada negra', 'language': 'spa'}, {'vernacularName': 'Pintade noire', 'language': 'fra'}, {'vernacularName': 'Schwarzperlhuhn', 'language': 'deu'}, {'vernacularName': 'Sort Kalkunhøne', 'language': 'dan'}, {'vernacularName': 'Svartperlehøne', 'language': 'nor'}, {'vernacularName': 'Zwart Parelhoen', 'language': 'nld'}, {'vernacularName': 'fekete gyöngytyúk', 'language': 'hun'}, {'vernacularName': 'juodoji patarška', 'language': 'lit'}, {'vernacularName': 'must-pärlkana', 'language': 'est'}, {'vernacularName': 'mustahelmikana', 'language': 'fin'}, {'vernacularName': 'pantarka czarna', 'language': 'pol'}, {'vernacularName': 'perlička černá', 'language': 'ces'}, {'vernacularName': 'perlička čierna', 'language': 'slk'}, {'vernacularName': 'pintada negra', 'language': 'cat'}, {'vernacularName': 'pintada-preta', 'language': 'por'}, {'vernacularName': 'svart pärlhöna', 'language': 'swe'}, {'vernacularName': 'Чёрная тёмная цесарка', 'language': 'rus'}, {'vernacularName': 'クロホロホロチョウ', 'language': 'jpn'}, {'vernacularName': '黑珠雞', 'language': 'zho'}, {'vernacularName': '黑珠鸡', 'language': 'zho'}, {'vernacularName': 'svartperlehøne', 'language': 'nob'}, {'vernacularName': 'Black Guineafowl', 'language': 'eng'}, {'vernacularName': 'Black Guineafowl', 'language': 'eng'}]"
,,"Bonaparte, 1850",,,Agelastes meleagrides,Aves,212,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,"[{'description': 'SE Sierra Leone to Ivory Coast and w Ghana'}, {'description': 'Breeding regions are AF. Breeding subregions are Sierra Leone to Ghana.'}]",False,Numididae,5260,Agelastes,2473335,[],"{'1': 'Animalia', '44': 'Chordata', '212': 'Aves', '723': 'Galliformes', '5260': 'Numididae', '2473335': 'Agelastes'}",2473337,Animalia,1,329287,SCIENTIFIC,[],2473337,0,0,Galliformes,723,SOURCE,Agelastes,2473335,Chordata,44,,SPECIES,"Agelastes meleagrides Bonaparte, 1850",Agelastes meleagrides,2473337,False,gbif:2473337,ACCEPTED,['VULNERABLE'],"[{'vernacularName': 'Pintado de Pecho Blanco', 'language': 'spa'}, {'vernacularName': 'Pintado Pechiblanca', 'language': 'spa'}, {'vernacularName': 'Pintade à poitrine blanche', 'language': 'fra'}, {'vernacularName': 'White-breasted Guineafowl', 'language': 'eng'}, {'vernacularName': 'White-breasted Guineafowl', 'language': 'eng'}, {'vernacularName': 'White-breasted Guineafowl', 'language': 'eng'}, {'vernacularName': 'white-breasted guineafowl', 'language': 'eng'}, {'vernacularName': 'Pintada pechiblanca', 'language': 'spa'}, {'vernacularName': 'pintada-de-peito-branco', 'language': 'por'}, {'vernacularName': 'Pintade à poitrine blanche', 'language': 'fra'}, {'vernacularName': 'White-breasted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Weißbrust-Perlhuhn', 'language': 'deu'}, {'vernacularName': 'Pintada pechiblanca', 'language': 'spa'}, {'vernacularName': 'pintada-de-peito-branco', 'language': 'por'}, {'vernacularName': 'Pintade à poitrine blanche', 'language': 'fra'}, {'vernacularName': 'White-breasted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Faraona pettobianco', 'language': 'ita'}, {'vernacularName': 'Hvidbrystet Kalkunhøne', 'language': 'dan'}, {'vernacularName': 'Hvitbrystperlehøne', 'language': 'nor'}, {'vernacularName': 'Kalkoenparelhoen', 'language': 'nld'}, {'vernacularName': 'Pintada pechiblanca', 'language': 'spa'}, {'vernacularName': 'Pintade à poitrine blanche', 'language': 'fra'}, {'vernacularName': 'Weißbrust-Perlhuhn', 'language': 'deu'}, {'vernacularName': 'White-breasted Guineafowl', 'language': 'eng'}, {'vernacularName': 'baltakrūtė patarška', 'language': 'lit'}, {'vernacularName': 'fehérmellű gyöngytyúk', 'language': 'hun'}, {'vernacularName': 'kalkonpärlhöna', 'language': 'swe'}, {'vernacularName': 'kiilas-pärlkana', 'language': 'est'}, {'vernacularName': 'liberianhelmikana', 'language': 'fin'}, {'vernacularName': 'pantarka białoszyja', 'language': 'pol'}, {'vernacularName': 'perlička červenohlavá', 'language': 'ces'}, {'vernacularName': 'perlička červenohlavá', 'language': 'slk'}, {'vernacularName': 'pintada de pit blanc', 'language': 'cat'}, {'vernacularName': 'pintada-de-peito-branco', 'language': 'por'}, {'vernacularName': 'Белобрюхая тёмная цесарка', 'language': 'rus'}, {'vernacularName': 'ムナジロホロホロチョウ', 'language': 'jpn'}, {'vernacularName': '白胸珠雞', 'language': 'zho'}, {'vernacularName': '白胸珠鸡', 'language': 'zho'}, {'vernacularName': 'hvitbrystperlehøne', 'language': 'nob'}, {'vernacularName': 'White-breasted Guineafowl', 'language': 'eng'}, {'vernacularName': 'White-breasted Guineafowl', 'language': 'eng'}]"
,,"(Hardwicke, 1834) ","Numida vulturina Hardwicke, 1834",7543933,Acryllium vulturinum,Aves,212,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,"[{'description': 'Arid acacia scrub of s Ethiopia and Somalia to ne Tanzania'}, {'description': 'Breeding regions are AF. Breeding subregions are Ethiopia and Somalia to Tanzania.'}]",False,Numididae,5260,Acryllium,2473338,['TERRESTRIAL'],"{'1': 'Animalia', '44': 'Chordata', '212': 'Aves', '723': 'Galliformes', '5260': 'Numididae', '2473338': 'Acryllium'}",2473339,Animalia,1,197023,SCIENTIFIC,[],2473339,1,0,Galliformes,723,SOURCE,Acryllium,2473338,Chordata,44,,SPECIES,"Acryllium vulturinum (Hardwicke, 1834)",Acryllium vulturinum,2473339,False,gbif:2473339,ACCEPTED,['LEAST_CONCERN'],"[{'vernacularName': 'Pintade vulturine', 'language': 'fra'}, {'vernacularName': 'Vulturine Guineafowl', 'language': 'eng'}, {'vernacularName': 'Vulturine Guineafowl', 'language': 'eng'}, {'vernacularName': 'Vulturine Guineafowl', 'language': 'eng'}, {'vernacularName': 'vulturine guineafowl', 'language': 'eng'}, {'vernacularName': 'Pintada vulturina', 'language': 'spa'}, {'vernacularName': 'pintada-vulturina', 'language': 'por'}, {'vernacularName': 'Pintade vulturine', 'language': 'fra'}, {'vernacularName': 'Vulturine Guineafowl', 'language': 'eng'}, {'vernacularName': 'Geierperlhuhn', 'language': 'deu'}, {'vernacularName': 'Pintada vulturina', 'language': 'spa'}, {'vernacularName': 'pintada-vulturina', 'language': 'por'}, {'vernacularName': 'Pintade vulturine', 'language': 'fra'}, {'vernacularName': 'Vulturine Guineafowl', 'language': 'eng'}, {'vernacularName': 'Faraona vulturina', 'language': 'ita'}, {'vernacularName': 'Geierperlhuhn', 'language': 'deu'}, {'vernacularName': 'Gierparelhoen', 'language': 'nld'}, {'vernacularName': 'Gribbeperlehøne', 'language': 'dan'}, {'vernacularName': 'Gribbperlehøne', 'language': 'nor'}, {'vernacularName': 'Pintada vulturina', 'language': 'spa'}, {'vernacularName': 'Pintade vulturine', 'language': 'fra'}, {'vernacularName': 'Vulturine Guineafowl', 'language': 'eng'}, {'vernacularName': 'gampärlhöna', 'language': 'swe'}, {'vernacularName': 'grifinė patarška', 'language': 'lit'}, {'vernacularName': 'hund-pärlkana', 'language': 'est'}, {'vernacularName': 'keselyűfejű gyöngytyúk', 'language': 'hun'}, {'vernacularName': 'perlica sępia', 'language': 'pol'}, {'vernacularName': 'perlička supia', 'language': 'slk'}, {'vernacularName': 'perlička supí', 'language': 'ces'}, {'vernacularName': 'pintada vulturina', 'language': 'cat'}, {'vernacularName': 'pintada-vulturina', 'language': 'por'}, {'vernacularName': 'viiruhelmikana', 'language': 'fin'}, {'vernacularName': 'Грифовая цесарка', 'language': 'rus'}, {'vernacularName': 'フサホロホロチョウ', 'language': 'jpn'}, {'vernacularName': '鷲珠雞', 'language': 'zho'}, {'vernacularName': '鹫珠鸡', 'language': 'zho'}, {'vernacularName': 'gribbperlehøne', 'language': 'nob'}, {'vernacularName': 'Vulturine guineafowl', 'language': 'eng'}, {'vernacularName': 'Vulturine Guineafowl', 'language': 'eng'}, {'vernacularName': 'Vulturine Guineafowl', 'language': 'eng'}, {'vernacularName': 'vulturine guineafowl'}]"
,,"(Linnaeus, 1758) ","Phasianus meleagris Linnaeus, 1758",7452001,Numida meleagris,Aves,212,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,"[{'description': 'SMG'}, {'description': 'Introduced. Rodrigues et al. (2010)'}, {'description': 'Africa'}, {'description': 'East Tropical Africa'}, {'description': 'Grassland and tall forb habitats (E level 1)'}, {'description': 'Heathland, scrub and tundra habitats (F level 1)'}, {'description': 'Inland unvegetated or sparsely vegetated habitats (H level 1)'}, {'description': 'Northeast Tropical Africa'}, {'description': 'Omnivorous'}, {'description': 'South Tropical Africa'}, {'description': 'Southern Africa'}, {'description': 'West Tropical Africa'}, {'description': 'West-Central Tropical Africa'}, {'description': 'Woodland and forest habitats and other wooded land (G level 1)'}, {'description': 'cbd_2014_pathway:escape'}, {'description': 'Africa'}, {'description': 'Breeding regions are AF. Breeding subregions are widespread.'}, {'description': 'Africa (WGSRPD:2)'}, {'description': 'cbd_2014_pathway:escape'}]",False,Numididae,5260,Numida,2473340,"['TERRESTRIAL', 'TERRESTRIAL', 'TERRESTRIAL']","{'1': 'Animalia', '44': 'Chordata', '212': 'Aves', '723': 'Galliformes', '5260': 'Numididae', '2473340': 'Numida'}",2473341,Animalia,1,7637454,SCIENTIFIC,[],2473341,11,0,Galliformes,723,SOURCE,Numida,2473340,Chordata,44,,SPECIES,"Numida meleagris (Linnaeus, 1758)",Numida meleagris,2473341,False,gbif:2473341,ACCEPTED,"['LEAST_CONCERN', 'LEAST_CONCERN']","[{'vernacularName': 'Tufted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Helmeted Guineafowl (tufted)', 'language': 'eng'}, {'vernacularName': 'Helmeted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Helmeted Guinea-fowl', 'language': 'eng'}, {'vernacularName': 'Guinea Fowl', 'language': 'eng'}, {'vernacularName': 'Pintade de Numidie, Pintade commune', 'language': 'fra'}, {'vernacularName': 'Helmeted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Pintade commune', 'language': 'fra'}, {'vernacularName': 'Tufted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Helmeted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Tufted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Helmeted Guineafowl (tufted)', 'language': 'eng'}, {'vernacularName': 'Helmeted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Helmeted Guinea-fowl', 'language': 'eng'}, {'vernacularName': 'Guinea Fowl', 'language': 'eng'}, {'vernacularName': 'Helmeted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Helmeted Guineafowl (Tufted)', 'language': 'eng'}, {'vernacularName': 'Helmeted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Helmparelhoen', 'language': 'nld'}, {'vernacularName': 'Helmeted guineafowl', 'language': 'eng'}, {'vernacularName': 'helmeted guineafowl', 'language': 'eng'}, {'vernacularName': 'helmeted guineafowl', 'language': 'eng'}, {'vernacularName': 'Pintada común', 'language': 'spa'}, {'vernacularName': 'pintada', 'language': 'por'}, {'vernacularName': 'Pintade de Numidie', 'language': 'fra'}, {'vernacularName': 'Helmeted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Helmperlhuhn', 'language': 'deu'}, {'vernacularName': 'Helmeted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Helmparelhoen', 'language': 'nld'}, {'vernacularName': 'Pintada común', 'language': 'spa'}, {'vernacularName': 'pintada', 'language': 'por'}, {'vernacularName': 'Pintade de Numidie', 'language': 'fra'}, {'vernacularName': 'Helmeted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Faraona', 'language': 'ita'}, {'vernacularName': 'Gewone Tarentaal', 'language': 'afr'}, {'vernacularName': 'Helmeted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Helmparelhoen', 'language': 'nld'}, {'vernacularName': 'Helmperlhuhn', 'language': 'deu'}, {'vernacularName': 'Hjelmperlehøne', 'language': 'nor'}, {'vernacularName': 'Perlehøne', 'language': 'dan'}, {'vernacularName': 'Pintada común', 'language': 'spa'}, {'vernacularName': 'Pintade de Numidie', 'language': 'fra'}, {'vernacularName': 'helmikana', 'language': 'fin'}, {'vernacularName': 'hjälmpärlhöna', 'language': 'swe'}, {'vernacularName': 'naminė patarška', 'language': 'lit'}, {'vernacularName': 'parastā pērļvista', 'language': 'lav'}, {'vernacularName': 'pegatka', 'language': 'slv'}, {'vernacularName': 'perlica (zwyczajna)', 'language': 'pol'}, {'vernacularName': 'perlička kropenatá', 'language': 'ces'}, {'vernacularName': 'perlička prilbatá', 'language': 'slk'}, {'vernacularName': 'pintada', 'language': 'por'}, {'vernacularName': 'pintada comuna', 'language': 'cat'}, {'vernacularName': 'pärlkana', 'language': 'est'}, {'vernacularName': 'sisakos gyöngytyúk', 'language': 'hun'}, {'vernacularName': 'Обыкновенная цесарка', 'language': 'rus'}, {'vernacularName': 'ホロホロチョウ', 'language': 'jpn'}, {'vernacularName': '普通珠雞', 'language': 'zho'}, {'vernacularName': '珠鸡', 'language': 'zho'}, {'vernacularName': 'hjelmperlehøne', 'language': 'nob'}, {'vernacularName': 'helmeted guineafowl', 'language': 'eng'}, {'vernacularName': 'Helmeted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Helmeted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Guinea Fowl', 'language': 'eng'}, {'vernacularName': 'Helmeted Guineafowl', 'language': 'eng'}, {'vernacularName': 'Helmeted Guinea-Fowl', 'language': 'eng'}, {'vernacularName': 'Цесарка звичайна', 'language': 'ukr'}, {'vernacularName': 'helmeted guineafowl'}]"
"Numida meleagris reichenowi Ogilvie-Grant, 1894",6179915,"Ogilvie-Grant, 1894",,,Numida reichenowi,Aves,212,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,[],,Numididae,5260,Numida,2473340,[],"{'1': 'Animalia', '44': 'Chordata', '212': 'Aves', '723': 'Galliformes', '5260': 'Numididae', '2473340': 'Numida', '2473341': 'Numida meleagris'}",2473349,Animalia,1,7637749,SCIENTIFIC,[],2473349,0,0,Galliformes,723,SOURCE,Numida meleagris,2473341,Chordata,44,,SPECIES,"Numida reichenowi Ogilvie-Grant, 1894",Numida meleagris,2473341,True,gbif:2473349,SYNONYM,[],[]
,,"Hume, 1881",,,Perdicula manipurensis,Aves,212,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,[{'description': 'Breeding regions are OR. Breeding subregions are ne India and Bangladesh.'}],False,Phasianidae,9331,Perdicula,2473352,[],"{'1': 'Animalia', '44': 'Chordata', '212': 'Aves', '723': 'Galliformes', '9331': 'Phasianidae', '2473352': 'Perdicula'}",2473353,Animalia,1,8409095,SCIENTIFIC,[],2473353,2,0,Galliformes,723,SOURCE,Perdicula,2473352,Chordata,44,,SPECIES,"Perdicula manipurensis Hume, 1881",Perdicula manipurensis,2473353,False,gbif:2473353,ACCEPTED,['ENDANGERED'],"[{'vernacularName': 'Manipur Bush-quail', 'language': 'eng'}, {'vernacularName': 'Manipur Bush-Quail', 'language': 'eng'}, {'vernacularName': 'Manipur Bush Quail', 'language': 'eng'}, {'vernacularName': 'Manipur Bush Quail', 'language': 'eng'}, {'vernacularName': 'Manipur Bush-Quail', 'language': 'eng'}, {'vernacularName': 'Perdicilla de Manipur', 'language': 'spa'}, {'vernacularName': 'codorna-mateira-cinzenta', 'language': 'por'}, {'vernacularName': 'Perdicule du Manipur', 'language': 'fra'}, {'vernacularName': 'Manipur Bush-Quail', 'language': 'eng'}, {'vernacularName': 'Manipur Bush Quail', 'language': 'eng'}, {'vernacularName': 'Manipur-Wachtel', 'language': 'deu'}, {'vernacularName': 'Perdicilla de Manipur', 'language': 'spa'}, {'vernacularName': 'codorna-mateira-cinzenta', 'language': 'por'}, {'vernacularName': 'Perdicule du Manipur', 'language': 'fra'}, {'vernacularName': 'Manipur Bush-Quail', 'language': 'eng'}, {'vernacularName': 'Manipur Bush Quail', 'language': 'eng'}, {'vernacularName': 'Manipur Bush Quail', 'language': 'eng'}, {'vernacularName': 'Manipurbuskvagtel', 'language': 'dan'}, {'vernacularName': 'Manipurdwergpatrijs', 'language': 'nld'}, {'vernacularName': 'Manipurvaktel', 'language': 'nor'}, {'vernacularName': 'Manipurwachtel', 'language': 'deu'}, {'vernacularName': 'Perdicilla de Manipur', 'language': 'spa'}, {'vernacularName': 'Perdicule du Manipur', 'language': 'fra'}, {'vernacularName': 'Quaglietta del Manipur', 'language': 'ita'}, {'vernacularName': 'assaminpensasviiriäinen', 'language': 'fin'}, {'vernacularName': 'codorna-mateira-cinzenta', 'language': 'por'}, {'vernacularName': 'guatlla de Manipur', 'language': 'cat'}, {'vernacularName': 'heinavutt', 'language': 'est'}, {'vernacularName': 'jarabička hnedočelá', 'language': 'slk'}, {'vernacularName': 'křepelka ásamská', 'language': 'ces'}, {'vernacularName': 'manipurbuskvaktel', 'language': 'swe'}, {'vernacularName': 'manipuri erdeifogoly', 'language': 'hun'}, {'vernacularName': 'manipurinė džiunglinė putpelė', 'language': 'lit'}, {'vernacularName': 'przepióreczka ciemna', 'language': 'pol'}, {'vernacularName': 'Манипурский джунглевый перепел', 'language': 'rus'}, {'vernacularName': 'チャノドヤブウズラ', 'language': 'jpn'}, {'vernacularName': '阿萨姆林鹑', 'language': 'zho'}, {'vernacularName': '阿薩姆叢林鶉', 'language': 'zho'}, {'vernacularName': 'manipurvaktel', 'language': 'nob'}, {'vernacularName': 'Manipur Bush Quail', 'language': 'eng'}, {'vernacularName': 'Manipur Bush-Quail', 'language': 'eng'}, {'vernacularName': 'Manipur bush-quail'}]"
